source,title,is_clickbait
bbc.com,BBC Food - Recipes and inspiration from your favourite BBC programmes and chefs
bbc.com,Indonesia arrests four for 'selling babies on Instagram'
bbc.com,Woman to keep shredded Banksy Girl With Balloon painting
bbc.com,Investigation starts into dramatic Soyuz rocket breakdown
bbc.com,Cristiano Ronaldo: German magazine 'stands by reporting' of rape allegation
bbc.com,Rafael Nadal opens his tennis academy centre to Majorca flood victims
bbc.com,Khabib Nurmagomedov: UFC fighter threatens to quit UFC in support of team-mate
bbc.com,The world's longest non-stop flight takes off from Singapore
bbc.com,Brexit: No deal brings risk of stockpiling says watchdog
bbc.com,How Amsterdam's canal boats are going electric - at a cost
bbc.com,Video 'shows destruction of Mosul's Great Mosque of al-Nuri'
bbc.com,Indonesia earthquake and tsunami: Rescue efforts to end
bbc.com,Jamal Khashoggi: What we know about the journalist's disappearance
bbc.com,Not pounds and pence - here's a different way to measure our wealth
bbc.com,Women-only motorsport series launched to find potential Formula 1 stars
bbc.com,Why is it so hard for Africans to visit other African countries?
bbc.com,Índice de Capital Humano: cómo es el nuevo método del Banco Mundial para medir la riqueza de un país y en qué lugar se ubican las naciones de América Latina Mundo
bbc.com,BBC - My Web My Way - How to guides: I find a keyboard or mouse hard to use
bbc.com,Turkish footballer Arda Turan quizzed over 'attack' on singer Berkay
bbc.com,Eden Hazard: Chelsea forward rules out January switch to Real Madrid
bbc.com,Alcacer scores twice as Spain thump Wales 4-1 on Principality Stadium return
bbc.com,Thierry Henry: How would former Arsenal and Barcelona forward do at Monaco?
bbc.com,Lance Armstrong Tour de France trophy 'offer' to Geraint Thomas
bbc.com,Israel 2-1 Scotland: Ten-man Scots embarrassed in Nations League
bbc.com,Which title-winning team will go down as the best in Premier League history?
bbc.com,England: Danny Rose & Alex McCarthy out of squad to play Croatia and Spain
bbc.com,Belgium football corruption investigation looks at relegation battle
bbc.com,Russia internationals Aleksandr Kokorin & Pavel Mamaev charged by police over attack
bbc.com,Croatia v England: Gareth Southgate on 'strange' experience at HNK Rijeka Stadium
bbc.com,Italy 1-1 Ukraine: Genoa bridge collapse victims honoured in emotional friendly match
bbc.com,Billy Joe Saunders to give up WBO title to challenge licence decision
bbc.com,Nations League: Poland 2-3 Portugal - Bernardo Silva scores stunning goal
bbc.com,"Football gossip: Sterling, Ramsey, Alba, Lingard, Pepe, Origi "
bbc.com,"F1 gossip: Bottas, Vettel, Hamilton, Horner, McLaren, Sainz "
bbc.com,Indonesia: Man City footballer Riyad Mahrez's message to survivor
bbc.com,Fiteq World Cup: England call up football freestyler who did not know teqball existed
bbc.com,Can you name the England XI that lost to Croatia in 2007?
bbc.com,Liverpool 0-0 Man City: Premier League title battle is still a two-horse race - Alan Shearer
bbc.com,Sebastian Vettel v Max Verstappen and why F1 has too many penalties
bbc.com,Helle Nice: The incredible life story of the first Women's Grand Prix winner
bbc.com,Nurmagomedov v McGregor: How does UFC move on from ugly scenes in Las Vegas?
bbc.com,Ryder Cup: Phil Mickelson's course comments raise important questions
bbc.com,France 2-2 Iceland: Kylian Mbappe sparks late comeback
bbc.com,W Series: Pippa Mann says new women-only series will 'segregate' female racers
bbc.com,Sri Lanka v England: First ODI abandoned after heavy rain
bbc.com,Champions Cup: Leinster face challenge from Racing & Saracens for 2019 title
bbc.com,Super League Grand Final 2018: Wigan & Warrington will provide fairytale ending
bbc.com,British Masters: Eddie Pepperell hits hole-in-one to share first-round lead
bbc.com,Colin Kaepernick's NFL protest made Black Power salute athlete Tommie Smith cry
